,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
90,1,10,10.644831115660185,1.205474945364132,1.337747003636332,-0.13898746947685167,1.8363610055100101,-0.1814759043392944,0.03331942690362027,2.359903381642512,0.14150056695750765,0.008579075875547248,190.98154457304105,-158.428464488204,104,977,2.0,10.0
91,2,10,20.12779552715655,1.2092264422698,1.2315488947318154,-0.06718831061954299,2.11730615554893,-0.44124171664390666,0.07373756753548218,0.7634146341463415,0.28669606583384283,0.01211616822217486,133.3902877995826,-110.31042916097667,63,313,2.0,5.0
92,3,10,23.404255319148938,1.0643823324783845,1.0405147520697797,-0.052442083186673455,2.2842182750325133,-0.6557376637514666,0.032337130432018135,0.4585365853658537,0.3752068472497299,0.015179383213711114,100.50560410143059,-94.42622358021117,44,188,2.0,3.3333333333333335
93,4,10,32.592592592592595,1.1335464310705532,1.1003814055713224,-0.03441586784985752,2.329041785415077,-0.993457403401907,0.08943122110140644,0.32926829268292684,0.5551418279596001,0.019575265553081755,102.4778385582634,-90.40462370957354,44,135,2.0,2.5
94,5,10,33.56164383561644,0.9893136701834726,0.9572059199440457,-0.027800205696787674,2.462412682571926,-1.2573354919219029,-0.008926858016439833,0.35609756097560974,0.7226302135773666,0.020728508824241588,120.65822144602438,-121.96154271642459,49,146,2.0,2.0
95,6,10,42.30769230769231,1.293544109728929,1.3128641927525244,-0.021965617348787422,2.427126312504151,-1.3759813954413191,0.23302571176637937,0.3170731707317073,0.8044273284816935,0.02184265912544975,133.4919471877283,-103.19860465809893,55,130,2.0,1.6666666666666667
96,7,10,46.07843137254902,1.2172014942361007,1.2141626338256937,-0.016099349833609812,2.754565676909576,-1.9338635300700797,0.22649110451858495,0.26842105263157895,1.101602806207086,0.02711315177857848,129.46458681475008,-106.36249415385439,47,102,2.0,1.4285714285714286
97,8,10,44.537815126050425,1.0303133193648009,0.9983305105014811,-0.017300854004181406,2.624109391231707,-2.04524130671687,0.034385474722412206,0.3131578947368421,1.136137282473179,0.02697441121783305,139.07779773528046,-134.98592624331343,53,119,2.0,1.25
98,9,10,52.42718446601942,1.3568505466299476,1.4164093682399743,-0.012090694577871186,2.752574220682422,-2.2356545816298588,0.37953333414551194,0.2710526315789474,1.3402593667532743,0.02882058841530923,148.6390079168508,-109.54707449986307,54,103,2.0,1.1111111111111112
99,10,10,50.72463768115942,1.190179668056979,1.13363998669271,-0.011503419209501991,2.8717876000599043,-2.48387031015607,0.23276776024333742,0.18157894736842106,1.5362669199231678,0.032202407645234556,100.51256600209666,-84.45159054530639,35,69,2.0,1.0
